ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE
Cataingan,PH054105000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Cawayan,PH054106000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Claveria,PH054107000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Dimasalang,PH054108000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Esperanza,PH054109000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Mandaon,PH054110000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
City of Masbate,PH054111000,,Capital,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Milagros,PH054112000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Mobo,PH054113000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Monreal,PH054114000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Palanas,PH054115000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Pio V. Corpuz,PH054116000,,Limbuhan,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Placer,PH054117000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
San Fernando,PH054118000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
San Jacinto,PH054119000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
San Pascual,PH054120000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Uson,PH054121000,,,,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
Barcelona,PH056202000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Bulan,PH056203000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Bulusan,PH056204000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Casiguran,PH056205000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Castilla,PH056206000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Donsol,PH056207000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Gubat,PH056208000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Irosin,PH056209000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Juban,PH056210000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Magallanes,PH056211000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Matnog,PH056212000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Pilar,PH056213000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Prieto Diaz,PH056214000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Santa Magdalena,PH056215000,,,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
City of Sorsogon,PH056216000,,Capital,,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Altavas,PH060401000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Balete,PH060402000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Banga,PH060403000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Batan,PH060404000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Buruanga,PH060405000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Ibajay,PH060406000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Kalibo,PH060407000,,Capital,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Lezo,PH060408000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Libacao,PH060409000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Madalag,PH060410000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Makato,PH060411000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Malay,PH060412000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Malinao,PH060413000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Nabas,PH060414000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
New Washington,PH060415000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Numancia,PH060416000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Tangalan,PH060417000,,,,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH
Anini-Y,PH060601000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Barbaza,PH060602000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Belison,PH060603000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Bugasong,PH060604000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Caluya,PH060605000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Culasi,PH060606000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Tobias Fornier,PH060607000,,Dao,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Hamtic,PH060608000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Laua-An,PH060609000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Libertad,PH060610000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Pandan,PH060611000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Patnongon,PH060612000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
San Jose,PH060613000,,Capital,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
San Remigio,PH060614000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Sebaste,PH060615000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Sibalom,PH060616000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Tibiao,PH060617000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Valderrama,PH060618000,,,,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Cuartero,PH061901000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Dao,PH061902000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Dumalag,PH061903000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Dumarao,PH061904000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Ivisan,PH061905000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Jamindan,PH061906000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Ma-Ayon,PH061907000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Mambusao,PH061908000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Panay,PH061909000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Panitan,PH061910000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Pilar,PH061911000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Pontevedra,PH061912000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
President Roxas,PH061913000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Roxas City,PH061914000,,Capital,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Sapi-An,PH061915000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Sigma,PH061916000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Tapaz,PH061917000,,,,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Ajuy,PH063001000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Alimodian,PH063002000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Anilao,PH063003000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Badiangan,PH063004000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Balasan,PH063005000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Banate,PH063006000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Barotac Nuevo,PH063007000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Barotac Viejo,PH063008000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Batad,PH063009000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Bingawan,PH063010000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Cabatuan,PH063012000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Calinog,PH063013000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Carles,PH063014000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Concepcion,PH063015000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Dingle,PH063016000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Dueñas,PH063017000,Duenas,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Dumangas,PH063018000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Estancia,PH063019000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Guimbal,PH063020000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Igbaras,PH063021000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Iloilo City,PH063022000,,Capital,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Janiuay,PH063023000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Lambunao,PH063025000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Leganes,PH063026000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Lemery,PH063027000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Leon,PH063028000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Maasin,PH063029000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Miagao,PH063030000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Mina,PH063031000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
New Lucena,PH063032000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Oton,PH063034000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
City of Passi,PH063035000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Pavia,PH063036000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Pototan,PH063037000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Dionisio,PH063038000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Enrique,PH063039000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Joaquin,PH063040000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Miguel,PH063041000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Rafael,PH063042000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Santa Barbara,PH063043000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Sara,PH063044000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Tigbauan,PH063045000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Tubungan,PH063046000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Zarraga,PH063047000,,,,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Buenavista,PH067901000,,,,Guimaras,PH067900000,Region VI,PH060000000,Philippines (the),PH
Jordan,PH067902000,,Capital,,Guimaras,PH067900000,Region VI,PH060000000,Philippines (the),PH
Nueva Valencia,PH067903000,,,,Guimaras,PH067900000,Region VI,PH060000000,Philippines (the),PH
San Lorenzo,PH067904000,,,,Guimaras,PH067900000,Region VI,PH060000000,Philippines (the),PH
Sibunag,PH067905000,,,,Guimaras,PH067900000,Region VI,PH060000000,Philippines (the),PH
Alburquerque,PH071201000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Alicia,PH071202000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Anda,PH071203000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Antequera,PH071204000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Baclayon,PH071205000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Balilihan,PH071206000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Batuan,PH071207000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Bilar,PH071208000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Buenavista,PH071209000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Calape,PH071210000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Candijay,PH071211000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Carmen,PH071212000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Catigbian,PH071213000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Clarin,PH071214000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Corella,PH071215000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Cortes,PH071216000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Dagohoy,PH071217000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Danao,PH071218000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Dauis,PH071219000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Dimiao,PH071220000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Duero,PH071221000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Garcia Hernandez,PH071222000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Guindulman,PH071223000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Inabanga,PH071224000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Jagna,PH071225000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Getafe,PH071226000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Lila,PH071227000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Loay,PH071228000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Loboc,PH071229000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Loon,PH071230000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Mabini,PH071231000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Maribojoc,PH071232000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Panglao,PH071233000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Pilar,PH071234000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Pres. Carlos P. Garcia,PH071235000,,Pitogo,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Sagbayan,PH071236000,,Borja,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
San Isidro,PH071237000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
San Miguel,PH071238000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Sevilla,PH071239000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Sierra Bullones,PH071240000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Sikatuna,PH071241000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Tagbilaran City,PH071242000,,Capital,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Talibon,PH071243000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Trinidad,PH071244000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Tubigon,PH071245000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Ubay,PH071246000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Valencia,PH071247000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Bien Unido,PH071248000,,,,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Alcantara,PH072201000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Alcoy,PH072202000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Alegria,PH072203000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Aloguinsan,PH072204000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Argao,PH072205000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Asturias,PH072206000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Badian,PH072207000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Balamban,PH072208000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Bantayan,PH072209000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Barili,PH072210000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
City of Bogo,PH072211000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Boljoon,PH072212000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Borbon,PH072213000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
City of Carcar,PH072214000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Carmen,PH072215000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Catmon,PH072216000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Cebu City,PH072217000,,Capital,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Compostela,PH072218000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Consolacion,PH072219000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Cordova,PH072220000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Daanbantayan,PH072221000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Dalaguete,PH072222000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Danao City,PH072223000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Dumanjug,PH072224000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Ginatilan,PH072225000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Lapu-Lapu City,PH072226000,,Opon,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Liloan,PH072227000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Madridejos,PH072228000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Malabuyoc,PH072229000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Mandaue City,PH072230000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Medellin,PH072231000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Minglanilla,PH072232000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Moalboal,PH072233000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
City of Naga,PH072234000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Oslob,PH072235000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Pilar,PH072236000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Pinamungahan,PH072237000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Poro,PH072238000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Ronda,PH072239000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Samboan,PH072240000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
San Fernando,PH072241000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
San Francisco,PH072242000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
San Remigio,PH072243000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Santa Fe,PH072244000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Santander,PH072245000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Sibonga,PH072246000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Sogod,PH072247000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Tabogon,PH072248000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Tabuelan,PH072249000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
City of Talisay,PH072250000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Toledo City,PH072251000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Tuburan,PH072252000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Tudela,PH072253000,,,,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Enrique Villanueva,PH076101000,,,,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
Larena,PH076102000,,,,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
Lazi,PH076103000,,,,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
Maria,PH076104000,,,,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
San Juan,PH076105000,,,,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
Siquijor,PH076106000,,Capital,,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
Arteche,PH082601000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Balangiga,PH082602000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Balangkayan,PH082603000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
City of Borongan,PH082604000,,Capital,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Can-Avid,PH082605000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Dolores,PH082606000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
General Macarthur,PH082607000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Giporlos,PH082608000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Guiuan,PH082609000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Hernani,PH082610000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Jipapad,PH082611000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Lawaan,PH082612000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Llorente,PH082613000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Maslog,PH082614000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Maydolong,PH082615000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Mercedes,PH082616000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Oras,PH082617000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Quinapondan,PH082618000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Salcedo,PH082619000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
San Julian,PH082620000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
San Policarpo,PH082621000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Sulat,PH082622000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Taft,PH082623000,,,,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Abuyog,PH083701000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Alangalang,PH083702000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Albuera,PH083703000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Babatngon,PH083705000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Barugo,PH083706000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Bato,PH083707000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
City of Baybay,PH083708000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Burauen,PH083710000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Calubian,PH083713000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Capoocan,PH083714000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Carigara,PH083715000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Dagami,PH083717000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Dulag,PH083718000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Hilongos,PH083719000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Hindang,PH083720000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Inopacan,PH083721000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Isabel,PH083722000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Jaro,PH083723000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Javier,PH083724000,,Bugho,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Julita,PH083725000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Kananga,PH083726000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
La Paz,PH083728000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Leyte,PH083729000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Macarthur,PH083730000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Mahaplag,PH083731000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Matag-Ob,PH083733000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Matalom,PH083734000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Mayorga,PH083735000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Merida,PH083736000,,,,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
